Chapter_Number,Chapter_Title,Section_Identifier,Section_Title,Section_Text
VIII,MISCELLANEOUS,Section 98,Protection of action taken in good faith.,"No suit, prosecution or other legal proceeding shall lie against the Presidents and members of the District Commission, the State Commission and the National Commission, the Chief Commissioner, the Commissioner, any officer or employee and other person performing any duty under this Act, for any act which is in good faith done or intended to be done in pursuance of this Act or under any rule or order made thereunder."
VIII,MISCELLANEOUS,"Section 99 (1)",Power to give directions by Central Government.,"Without prejudice to the foregoing provisions of this Act, the Central Authority, shall, in exercise of its powers or the performance of its functions under this Act, be bound by such directions on questions of policy, as the Central Government may give in writing to it from time to time: Provided that the Central Authority shall, as far as practicable, be given an opportunity to express its views before any direction is given under this sub-section."
VIII,MISCELLANEOUS,"Section 99 (2)",Power to give directions by Central Government.,"The decision of the Central Government whether a question is one of policy or not shall be final."
VIII,MISCELLANEOUS,Section 100,Act not in derogation of any other law.,"The provisions of this Act shall be in addition to and not in derogation of the provisions of any other law for the time being in force."
VIII,MISCELLANEOUS,"Section 101 (1)",Power of Central Government to make rules.,"The Central Government may, by notification, make rules for carrying out any of the provisions contained in this Act."
VIII,MISCELLANEOUS,"Section 101 (2)",Power of Central Government to make rules.,"Without prejudice to the generality of the foregoing power, such rules may provide for, (a) the other class or classes of persons including public utility entities under clause (19) of section 2; (b) the contest, lottery, game of chance or skill which are to be exempted under item (b) of sub-clause (iii) of clause (47) of section 2; (c) the manner of issuing bill or cash memo or receipt for goods sold or services rendered under sub-clause (vii) of clause (47) of section 2; (d) the number of other official or non-official members of the Central Council under clause (b) of sub-section (2) of section 3; (e) the time and place of meeting of Central Council and the procedure for the transaction of its business under sub-section (2) of section 4; (f) the number of Commissioners in the Central Authority under sub-section (2) of section 10; and other matters specified from (g) to (zj) in the act."
VIII,MISCELLANEOUS,"Section 102 (1)",Power of State Government to make rules.,"The State Governments may, by notification, make rules for carrying out the provisions of this Act: Provided that the Central Government may, frame model rules in respect of all or any of the matters with respect to which the State Government may make rules under this section, and where any such model rules have been framed in respect of any such matter, they shall apply to the State until the rules in respect of that matter is made by the State Government and while making any such rules, so far as is practicable, they shall conform to such model rules."
VIII,MISCELLANEOUS,"Section 102 (2)",Power of State Government to make rules.,"In particular, and without prejudice to the generality of the foregoing power, such rules may provide for all or any of the following matters, namely:— (a) the other class or classes of persons including public utility entities under clause (19) of section 2; (b) the contest, lottery, game of chance or skill which are to be exempted under item (b) of sub-clause (iii) of clause (47) of section 2; and other matters specified from (c) to (q) in the act."
VIII,MISCELLANEOUS,"Section 103 (1)",Power of National Commission to make regulations.,"The National Commission may, with the previous approval of the Central Government, by notification, make regulations not inconsistent with this Act to provide for all matters for which provision is necessary or expedient for the purpose of giving effect to the provisions of this Act."
VIII,MISCELLANEOUS,"Section 103 (2)",Power of National Commission to make regulations.,"In particular, and without prejudice to the generality of the foregoing power, such regulations may make provisions for— (a) the costs for adjournment to be imposed by the District Commission under the second proviso to sub-section (7) of section 38; (b) the costs for adjournment to be imposed by the State Commission or the National Commission, as the case may be, under the second proviso to section 52; and other matters specified from (c) to (i) in the act."
VIII,MISCELLANEOUS,"Section 104 (1)",Power of Central Authority to make regulations.,"The Central Authority may, with the previous approval of the Central Government, by notification, make regulations not inconsistent with this Act, for the purpose of giving effect to the provisions of this Act."
VIII,MISCELLANEOUS,"Section 104 (2)",Power of Central Authority to make regulations.,"In particular, and without prejudice to the generality of the foregoing power, such regulations may provide for all or any of the following matters, namely:— (a) the procedure for engaging experts and professionals and the number of such experts and professionals under sub-section (3) of section 13; (b) the procedure for transaction of business and the allocation of business of the Chief Commissioner and Commissioner under sub-section (1) of section 14; (c) the form, manner and time within which, inquiries or investigation made by the Director-General shall be submitted to the Central Authority under sub-section (5) of section 15; and (d) such other matter for which provision is to be, or may be, made by regulation."
VIII,MISCELLANEOUS,"Section 105 (1)",Rules and regulations to be laid before each House of Parliament.,"Every rule and every regulation made under this Act shall be laid, as soon as may be after it is made, before each House of Parliament, while it is in session, for a total period of thirty days which may be comprised in one session or in two or more successive sessions, and if, before the expiry of the session immediately following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule or regulation or both Houses agree that the rule or regulation shall thereafter have effect only in such modified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that rule or regulation."
VIII,MISCELLANEOUS,"Section 105 (2)",Rules and regulations to be laid before each House of Parliament.,"Every rule made by a State Government under this Act shall be laid as soon as may be after it is made, before the State Legislature."
VIII,MISCELLANEOUS,Section 106,Power to remove difficulties.,"If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order in the Official Gazette, make such provisions not inconsistent with the provisions of this Act as appear to it to be necessary or expedient for removing the difficulty: Provided that no such order shall be made after the expiry of a period of two years from the commencement of this Act."
VIII,MISCELLANEOUS,"Section 107 (1)",Repeal and savings.,"The Consumer Protection Act, 1986 is hereby repealed."
VIII,MISCELLANEOUS,"Section 107 (2)",Repeal and savings.,"Notwithstanding such repeal, anything done or any action taken or purported to have been done or taken under the Act hereby repealed shall, in so far as it is not inconsistent with the provisions of this Act, be deemed to have been done or taken under the corresponding provisions of this Act."
VIII,MISCELLANEOUS,"Section 107 (3)",Repeal and savings.,"The mention of particular matters in sub-section (2) shall not be held to prejudice or affect the general application of section 6 of the General Clauses Act, 1897 with regard to the effect of repeal."
